phase,node_id,op,device,device_type,mode,start,end,duration
decode,L0_FFN_W3_s1,FFN_W3,PIM1,pim,FIXED_PLAN,0.4216495,0.42172718,7.77E-05
decode,L0_SwiGLU_s0,SwiGLU,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421729493,0.421730129,6.37E-07
decode,L0_SwiGLU_s1,SwiGLU,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421730129,0.421730766,6.37E-07
decode,L0_FFN_W2_s0,FFN_W2,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421730766,0.421770957,4.02E-05
decode,L0_FFN_W2_s1,FFN_W2,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421770957,0.421811148,4.02E-05
decode,L0_AllReduce_FFN,ALLREDUCE,COMM,comm,FIXED_COMM,0.421811148,0.421811148,0
decode,L0_Add2,Add,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421811148,0.421811316,1.68E-07
decode,L1_LN,LN,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421811316,0.421811666,3.51E-07
decode,L1_Q_s0,Q,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421811666,0.421819547,7.88E-06
decode,L1_Q_s1,Q,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421819547,0.421827428,7.88E-06
decode,L1_K_s0,K,PIM0,pim,FIXED_PLAN,0.421812451,0.421826451,1.40E-05
decode,L1_K_s1,K,PIM1,pim,FIXED_PLAN,0.421812451,0.421826451,1.40E-05
decode,L1_QK_s0,QK,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421962414,0.421962891,4.77E-07
decode,L1_QK_s1,QK,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421963321,0.421963798,4.77E-07
decode,L1_Softmax_s0,Softmax,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421963798,0.421964697,8.99E-07
decode,L1_Softmax_s1,Softmax,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421964697,0.421965596,8.99E-07
decode,L1_V_s0,V,PIM0,pim,FIXED_PLAN,0.421827811,0.421841811,1.40E-05
decode,L1_V_s1,V,PIM1,pim,FIXED_PLAN,0.421828718,0.421842718,1.40E-05
decode,L1_SV_s0,SV,Ascend_910B_NPU0,npu,FIXED_PLAN,0.42210059,0.422101067,4.77E-07
decode,L1_SV_s1,SV,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422101489,0.422101966,4.77E-07
decode,L1_O_s0,O,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422101966,0.42210853,6.56E-06
decode,L1_O_s1,O,Ascend_910B_NPU0,npu,FIXED_PLAN,0.42210853,0.422115094,6.56E-06
decode,L1_AllReduce_O,ALLREDUCE,COMM,comm,FIXED_COMM,0.422115094,0.422115094,0
decode,L1_Add1,Add,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422115094,0.422115261,1.68E-07
decode,L1_LN2,LN,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422115261,0.422115612,3.51E-07
decode,L1_FFN_W1_s0,FFN_W1,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422115612,0.422154094,3.85E-05
decode,L1_FFN_W1_s1,FFN_W1,Ascend_910B_NPU0,npu,FIXED_PLAN,0.422154094,0.422192576,3.85E-05
decode,L1_FFN_W3_s0,FFN_W3,PIM0,pim,FIXED_PLAN,0.422116396,0.422194076,7.77E-05
decode,L1_FFN_W3_s1,FFN_W3,PIM1,pim,FIXED_PLAN,0.422116396,0.422194076,7.77E-05
